fan_id,age_group,household_type,distance_from_arena_bucket,preferred_ticket_segment,loyalty_status,games_attended_last_12_months,avg_ticket_spend,avg_concession_spend,avg_merchandise_spend,promotion_usage_rate,email_engagement_score,fan_value_score
1090,45-54,Empty Nester,15-30 miles,Season Ticket,New Fan,4,47.72,41.93,24.57,0.6863,0.3699,0.2951
1091,45-54,Family with Kids,<5 miles,Corporate Partner Allocation,Season Ticket Holder,41,219.35,10.25,52.05,0.2106,0.4128,0.5831
1092,18-24,Couple,15-30 miles,Club Level,Repeat Buyer,9,158.01,18.54,29.86,0.3938,0.7786,0.3928
1093,35-44,Student,15-30 miles,Lower Bowl,Casual Fan,4,96.2,18.15,14.12,0.2982,0.3108,0.2475
1094,45-54,Empty Nester,5-15 miles,Lower Bowl,Casual Fan,8,79.67,26.0,73.87,0.3569,0.1527,0.3736
1095,35-44,Family with Kids,30-60 miles,Family Pack,New Fan,4,84.95,15.22,69.94,0.3084,0.2754,0.3296
1096,55-64,Empty Nester,30-60 miles,Corporate Partner Allocation,Casual Fan,8,98.37,19.08,34.69,0.4371,0.2617,0.2985
1097,35-44,Couple,60+ miles,Corporate Partner Allocation,Season Ticket Holder,36,209.06,13.43,68.84,0.6042,0.2799,0.5598
1098,35-44,Family with Kids,30-60 miles,Club Level,Season Ticket Holder,39,184.75,8.08,9.0,0.3248,0.7663,0.4881
1099,25-34,Student,30-60 miles,Family Pack,Season Ticket Holder,36,238.74,27.41,59.21,0.4822,0.3195,0.6215
1100,35-44,Family with Kids,30-60 miles,Club Level,Premium Member,36,203.37,42.38,39.21,0.064,0.3693,0.6323
1101,25-34,Couple,15-30 miles,Student Promo,Premium Member,22,357.96,28.54,49.45,0.6862,0.2596,0.6152
1102,25-34,Empty Nester,15-30 miles,Student Promo,Premium Member,32,350.36,15.55,31.21,0.4917,0.4065,0.605
1103,35-44,Family with Kids,30-60 miles,Corporate Partner Allocation,Repeat Buyer,15,111.79,13.91,22.59,0.5527,0.498,0.321
1104,55-64,Couple,30-60 miles,Corporate Partner Allocation,Repeat Buyer,10,89.49,10.72,74.92,0.561,0.4411,0.3607
1105,65+,Empty Nester,15-30 miles,Corporate Partner Allocation,Season Ticket Holder,35,200.82,44.11,20.41,0.4741,0.4795,0.5865
1106,25-34,Family with Kids,15-30 miles,Season Ticket,Repeat Buyer,8,138.38,22.26,60.52,0.3427,0.1578,0.383
1107,45-54,Family with Kids,<5 miles,Student Promo,Corporate Guest,12,277.44,41.42,67.32,0.0763,0.6902,0.6538
1108,18-24,Family with Kids,<5 miles,Family Pack,Season Ticket Holder,41,264.84,38.38,5.64,0.2598,0.5535,0.6369
1109,25-34,Student,5-15 miles,Season Ticket,Season Ticket Holder,36,132.41,16.87,27.4,0.4015,0.5276,0.4689
1110,45-54,Student,5-15 miles,Season Ticket,Premium Member,20,379.88,34.69,20.14,0.3546,0.6021,0.6389
1111,45-54,Couple,30-60 miles,Group Sales,Casual Fan,8,56.84,13.83,24.28,0.5477,0.4448,0.242
1112,45-54,Single,30-60 miles,Season Ticket,Corporate Guest,3,200.41,29.97,35.93,0.2942,0.5423,0.4273
1113,55-64,Single,5-15 miles,Corporate Partner Allocation,Casual Fan,7,71.6,43.78,29.57,0.4636,0.4228,0.3603
1114,18-24,Student,5-15 miles,Lower Bowl,Premium Member,38,280.32,32.81,21.78,0.5785,0.4769,0.6224
1115,35-44,Couple,5-15 miles,Season Ticket,Casual Fan,7,104.06,27.5,66.43,0.582,0.6139,0.4136
1116,25-34,Student,60+ miles,Group Sales,Premium Member,36,226.96,9.23,7.64,0.1528,0.437,0.4833
1117,45-54,Corporate,15-30 miles,Corporate Partner Allocation,Season Ticket Holder,40,261.65,31.48,53.25,0.1868,0.432,0.6873
1118,25-34,Single,30-60 miles,Upper Bowl,Casual Fan,3,118.19,40.64,26.96,0.3376,0.4466,0.3704
1119,18-24,Corporate,15-30 miles,Lower Bowl,Season Ticket Holder,36,222.21,20.5,43.5,0.6501,0.4288,0.5587
1120,45-54,Couple,5-15 miles,Corporate Partner Allocation,Season Ticket Holder,40,143.77,35.4,70.36,0.6454,0.4623,0.6208
1121,45-54,Family with Kids,5-15 miles,Season Ticket,Casual Fan,4,72.57,35.35,73.72,0.1176,0.5922,0.4354
1122,25-34,Empty Nester,30-60 miles,Corporate Partner Allocation,Casual Fan,5,113.44,39.02,66.07,0.4292,0.6128,0.4564
1123,25-34,Empty Nester,<5 miles,Lower Bowl,Casual Fan,2,73.81,25.31,52.85,0.3228,0.1376,0.2982
1124,25-34,Corporate,5-15 miles,Season Ticket,Repeat Buyer,9,114.47,36.45,22.34,0.2381,0.7859,0.413
1125,45-54,Student,5-15 miles,Lower Bowl,Casual Fan,7,72.36,13.42,48.74,0.3093,0.5717,0.3183
1126,65+,Corporate,30-60 miles,Family Pack,Repeat Buyer,15,160.61,39.2,49.94,0.3212,0.4383,0.5002
1127,45-54,Empty Nester,15-30 miles,Upper Bowl,New Fan,4,82.69,28.66,21.86,0.095,0.6508,0.3307
1128,35-44,Single,5-15 miles,Club Level,Repeat Buyer,15,127.56,9.17,35.8,0.422,0.2194,0.3209
1129,45-54,Single,5-15 miles,Premium Courtside,Premium Member,39,261.36,12.22,68.66,0.2953,0.5735,0.6556
1130,35-44,Family with Kids,30-60 miles,Student Promo,Season Ticket Holder,39,130.29,26.44,64.66,0.2795,0.5337,0.5903
1131,55-64,Empty Nester,30-60 miles,Corporate Partner Allocation,Corporate Guest,12,218.79,21.27,70.82,0.4524,0.1937,0.4791
1132,35-44,Couple,30-60 miles,Season Ticket,New Fan,3,61.74,39.96,64.68,0.2658,0.4804,0.4019
1133,25-34,Student,<5 miles,Season Ticket,Casual Fan,7,56.02,17.65,57.65,0.2344,0.4922,0.3321
1134,18-24,Single,5-15 miles,Upper Bowl,Repeat Buyer,15,179.44,17.91,30.73,0.663,0.7111,0.418
1135,65+,Single,15-30 miles,Student Promo,Season Ticket Holder,38,146.01,18.71,37.47,0.2594,0.4223,0.5108
1136,35-44,Couple,5-15 miles,Upper Bowl,New Fan,2,63.45,17.84,10.19,0.1575,0.2052,0.2003
1137,35-44,Family with Kids,15-30 miles,Family Pack,Repeat Buyer,15,109.69,23.53,14.88,0.2436,0.4009,0.3427
1138,25-34,Couple,15-30 miles,Student Promo,Repeat Buyer,12,134.38,30.23,45.26,0.3357,0.4416,0.4261
1139,18-24,Student,30-60 miles,Season Ticket,Repeat Buyer,8,98.25,9.57,77.31,0.695,0.8131,0.3889
1140,25-34,Family with Kids,30-60 miles,Season Ticket,New Fan,2,65.85,11.32,63.83,0.207,0.4223,0.3003
1141,55-64,Single,60+ miles,Lower Bowl,Repeat Buyer,6,107.75,21.36,33.45,0.3304,0.2152,0.302
1142,25-34,Couple,30-60 miles,Lower Bowl,Corporate Guest,5,341.48,28.46,45.22,0.2749,0.3047,0.5364
1143,35-44,Couple,30-60 miles,Upper Bowl,Casual Fan,8,103.33,28.41,47.72,0.5859,0.5185,0.3761
1144,55-64,Student,15-30 miles,Upper Bowl,Casual Fan,2,74.46,40.76,5.5,0.2838,0.5844,0.3081
1145,25-34,Single,5-15 miles,Club Level,Repeat Buyer,7,179.13,38.17,74.85,0.267,0.2521,0.5029
1146,45-54,Empty Nester,30-60 miles,Premium Courtside,Premium Member,40,216.8,35.42,28.6,0.5323,0.2708,0.5859
1147,25-34,Corporate,30-60 miles,Corporate Partner Allocation,Season Ticket Holder,38,206.04,26.9,27.08,0.6629,0.5238,0.5553
1148,25-34,Corporate,5-15 miles,Season Ticket,Premium Member,21,266.39,33.06,32.68,0.6477,0.8039,0.5791
1149,25-34,Family with Kids,5-15 miles,Premium Courtside,Casual Fan,7,73.43,29.16,22.14,0.4664,0.7946,0.3361
1150,65+,Couple,<5 miles,Lower Bowl,New Fan,3,51.51,30.18,31.63,0.1126,0.5494,0.3139
1151,45-54,Student,<5 miles,Corporate Partner Allocation,Casual Fan,7,91.12,24.69,68.23,0.1146,0.6623,0.4258
1152,18-24,Corporate,15-30 miles,Family Pack,Casual Fan,3,105.31,30.14,36.06,0.5796,0.7816,0.3638
1153,65+,Couple,60+ miles,Family Pack,Casual Fan,7,111.87,28.09,38.23,0.4245,0.4289,0.3581
1154,65+,Couple,15-30 miles,Lower Bowl,New Fan,4,63.17,44.31,58.51,0.3329,0.4144,0.4008
1155,45-54,Family with Kids,<5 miles,Family Pack,Casual Fan,2,84.05,20.28,34.41,0.3581,0.6149,0.3008
1156,18-24,Corporate,15-30 miles,Lower Bowl,Repeat Buyer,9,94.94,9.24,76.41,0.3151,0.4168,0.3677
1157,45-54,Single,15-30 miles,Premium Courtside,Repeat Buyer,8,124.68,30.62,55.67,0.3697,0.5748,0.4314
1158,18-24,Couple,5-15 miles,Lower Bowl,Season Ticket Holder,37,199.69,31.61,18.29,0.5964,0.7026,0.5659
1159,35-44,Couple,15-30 miles,Premium Courtside,Casual Fan,5,62.9,18.32,35.99,0.2497,0.7794,0.3173
1160,35-44,Single,5-15 miles,Student Promo,Premium Member,24,325.58,32.34,5.43,0.3665,0.4148,0.5614
1161,35-44,Single,15-30 miles,Season Ticket,Corporate Guest,12,201.45,19.76,11.97,0.3961,0.3709,0.3708
1162,55-64,Corporate,15-30 miles,Upper Bowl,Premium Member,41,403.23,28.82,37.43,0.5369,0.3228,0.7353
1163,55-64,Empty Nester,<5 miles,Season Ticket,Premium Member,26,436.2,8.86,78.5,0.2547,0.4877,0.7288
1164,45-54,Student,5-15 miles,Group Sales,Season Ticket Holder,35,135.34,24.16,17.13,0.3316,0.7261,0.4947
1165,35-44,Single,15-30 miles,Corporate Partner Allocation,Premium Member,31,273.65,34.35,7.92,0.3816,0.7436,0.5987
1166,25-34,Corporate,30-60 miles,Upper Bowl,New Fan,1,78.73,13.39,79.56,0.3054,0.7963,0.3743
1167,25-34,Family with Kids,<5 miles,Upper Bowl,Premium Member,34,231.68,11.11,60.85,0.4557,0.5568,0.5801
1168,18-24,Couple,30-60 miles,Season Ticket,Repeat Buyer,10,177.55,34.04,46.97,0.6296,0.2538,0.4323
1169,25-34,Couple,30-60 miles,Corporate Partner Allocation,Premium Member,27,398.66,19.39,41.97,0.4894,0.3291,0.6435
1170,18-24,Single,<5 miles,Upper Bowl,Corporate Guest,11,260.8,17.2,63.86,0.3106,0.6114,0.5292
1171,25-34,Student,5-15 miles,Family Pack,Casual Fan,5,62.17,30.09,64.16,0.2325,0.5227,0.384
1172,55-64,Couple,30-60 miles,Family Pack,Casual Fan,2,89.57,13.86,28.9,0.3329,0.4344,0.2566
1173,55-64,Corporate,30-60 miles,Group Sales,Premium Member,28,232.28,28.93,38.19,0.2764,0.3836,0.5598
1174,18-24,Empty Nester,60+ miles,Premium Courtside,Corporate Guest,11,228.24,31.95,74.21,0.2734,0.4583,0.559
1175,25-34,Single,60+ miles,Group Sales,Season Ticket Holder,41,170.61,21.7,16.35,0.6853,0.6805,0.5195
1176,18-24,Empty Nester,15-30 miles,Corporate Partner Allocation,Casual Fan,7,116.01,9.95,72.27,0.6084,0.5676,0.3694
1177,65+,Family with Kids,5-15 miles,Club Level,Premium Member,26,251.73,19.69,12.3,0.038,0.2727,0.4867
1178,25-34,Student,15-30 miles,Club Level,Corporate Guest,11,290.82,44.32,22.46,0.3648,0.3103,0.5325
1179,55-64,Corporate,5-15 miles,Group Sales,Season Ticket Holder,37,172.38,30.41,77.09,0.2141,0.616,0.6614
1180,35-44,Empty Nester,30-60 miles,Student Promo,Repeat Buyer,8,143.05,43.01,73.86,0.1654,0.575,0.5314
1181,18-24,Family with Kids,5-15 miles,Season Ticket,Season Ticket Holder,36,270.59,43.3,55.29,0.6624,0.6975,0.7207
1182,25-34,Couple,30-60 miles,Lower Bowl,Repeat Buyer,14,170.32,18.0,51.6,0.4203,0.6124,0.4477
1183,18-24,Corporate,5-15 miles,Group Sales,Premium Member,31,313.03,13.43,29.32,0.3908,0.5326,0.5781
1184,35-44,Single,30-60 miles,Club Level,Corporate Guest,4,342.82,11.47,67.21,0.3678,0.4407,0.5261
1185,55-64,Empty Nester,5-15 miles,Group Sales,Season Ticket Holder,36,265.82,21.74,41.7,0.195,0.2511,0.5984
1186,55-64,Corporate,<5 miles,Group Sales,Repeat Buyer,15,88.59,14.51,35.12,0.1202,0.1483,0.3151
1187,35-44,Family with Kids,5-15 miles,Family Pack,Casual Fan,2,87.66,9.41,37.93,0.0575,0.482,0.2757
1188,18-24,Single,5-15 miles,Premium Courtside,Casual Fan,7,77.87,34.26,59.0,0.3242,0.6001,0.4133
1189,55-64,Student,15-30 miles,Family Pack,Season Ticket Holder,38,264.33,22.06,74.32,0.202,0.6691,0.7107
1190,65+,Couple,15-30 miles,Student Promo,Repeat Buyer,13,174.5,44.79,45.56,0.472,0.3652,0.4968
1191,25-34,Family with Kids,30-60 miles,Upper Bowl,Season Ticket Holder,37,201.19,21.31,77.82,0.2882,0.3426,0.6238
1192,35-44,Family with Kids,<5 miles,Lower Bowl,Repeat Buyer,10,102.21,28.67,78.36,0.4423,0.7957,0.4782
1193,35-44,Student,15-30 miles,Corporate Partner Allocation,Repeat Buyer,8,133.39,40.66,49.75,0.4726,0.4395,0.4419
1194,35-44,Student,60+ miles,Group Sales,Casual Fan,6,73.48,35.75,31.67,0.1752,0.6955,0.3758
1195,25-34,Empty Nester,30-60 miles,Family Pack,Repeat Buyer,10,178.92,38.7,40.06,0.2962,0.5058,0.4778
1196,45-54,Empty Nester,<5 miles,Family Pack,Casual Fan,5,119.85,16.8,24.23,0.2818,0.5903,0.314
1197,55-64,Couple,5-15 miles,Club Level,New Fan,3,70.54,18.24,40.61,0.6662,0.5197,0.2751
1198,45-54,Couple,30-60 miles,Upper Bowl,Repeat Buyer,10,100.03,12.27,16.22,0.2735,0.6532,0.2995
1199,35-44,Couple,15-30 miles,Season Ticket,New Fan,3,85.67,25.34,46.68,0.2781,0.6131,0.3507
1200,45-54,Single,5-15 miles,Family Pack,Casual Fan,3,103.9,36.3,24.33,0.3827,0.584,0.3513
1201,45-54,Couple,15-30 miles,Corporate Partner Allocation,New Fan,2,84.35,41.21,75.09,0.2116,0.6278,0.4557
1202,18-24,Family with Kids,60+ miles,Season Ticket,New Fan,2,72.23,26.79,66.61,0.3351,0.3638,0.3498
1203,45-54,Family with Kids,60+ miles,Lower Bowl,Casual Fan,7,95.29,8.15,14.51,0.3237,0.4446,0.2409
1204,35-44,Corporate,60+ miles,Group Sales,Premium Member,31,406.28,17.57,73.0,0.2997,0.6509,0.7628
1205,25-34,Student,15-30 miles,Season Ticket,Casual Fan,5,85.29,37.39,42.03,0.2775,0.5126,0.3816
1206,18-24,Family with Kids,5-15 miles,Group Sales,Repeat Buyer,9,81.45,38.16,13.81,0.2184,0.3298,0.3324
1207,25-34,Corporate,30-60 miles,Lower Bowl,Repeat Buyer,8,82.76,23.65,27.18,0.2906,0.2304,0.2917
1208,45-54,Family with Kids,<5 miles,Club Level,Repeat Buyer,15,86.5,34.65,73.12,0.2008,0.3587,0.4689
1209,45-54,Couple,<5 miles,Premium Courtside,Repeat Buyer,13,167.57,9.03,23.27,0.2453,0.5453,0.3597
1210,55-64,Empty Nester,15-30 miles,Season Ticket,New Fan,1,74.45,28.1,37.73,0.2224,0.4669,0.3128
1211,55-64,Empty Nester,5-15 miles,Upper Bowl,Corporate Guest,4,291.32,34.53,34.17,0.2982,0.6759,0.5279
1212,35-44,Single,30-60 miles,Lower Bowl,New Fan,4,62.46,22.36,66.98,0.6138,0.3953,0.3271
1213,18-24,Single,5-15 miles,Group Sales,Corporate Guest,3,241.33,38.83,19.2,0.1721,0.4506,0.4542
1214,35-44,Student,15-30 miles,Club Level,Casual Fan,2,108.88,31.66,73.93,0.1536,0.7679,0.4577
1215,45-54,Family with Kids,5-15 miles,Season Ticket,Season Ticket Holder,39,156.85,21.53,49.87,0.3027,0.867,0.5991
1216,45-54,Family with Kids,15-30 miles,Student Promo,Repeat Buyer,13,102.63,35.58,55.14,0.5927,0.2421,0.4098
1217,35-44,Corporate,30-60 miles,Group Sales,Casual Fan,3,118.73,29.88,42.24,0.2146,0.4673,0.3718
1218,65+,Family with Kids,15-30 miles,Family Pack,Season Ticket Holder,36,250.59,24.95,72.17,0.2264,0.2861,0.6563
1219,18-24,Single,<5 miles,Family Pack,Corporate Guest,4,166.94,30.2,27.09,0.1117,0.5286,0.3981
1220,35-44,Corporate,30-60 miles,Student Promo,Season Ticket Holder,36,137.09,41.34,75.01,0.3456,0.4753,0.6409
1221,45-54,Empty Nester,15-30 miles,Premium Courtside,Repeat Buyer,7,150.1,25.43,63.3,0.6518,0.1927,0.391
1222,18-24,Student,<5 miles,Lower Bowl,Repeat Buyer,8,95.28,43.7,69.28,0.1969,0.7461,0.5035
1223,35-44,Student,5-15 miles,Corporate Partner Allocation,Casual Fan,5,62.36,11.63,48.61,0.5143,0.5295,0.28
1224,35-44,Student,15-30 miles,Group Sales,Casual Fan,5,101.0,37.36,17.65,0.3323,0.8749,0.3814
1225,35-44,Couple,5-15 miles,Student Promo,Repeat Buyer,10,129.59,39.24,60.0,0.3821,0.4729,0.4711
1226,35-44,Empty Nester,5-15 miles,Family Pack,Casual Fan,7,88.18,16.63,61.2,0.4609,0.6204,0.3619
1227,55-64,Corporate,15-30 miles,Club Level,Season Ticket Holder,39,219.03,27.35,65.87,0.4326,0.7,0.6736
1228,35-44,Student,15-30 miles,Student Promo,Season Ticket Holder,40,279.25,10.47,63.87,0.2961,0.801,0.6823
1229,18-24,Student,60+ miles,Lower Bowl,Corporate Guest,7,271.62,15.9,31.35,0.2601,0.603,0.4545
1230,45-54,Corporate,60+ miles,Season Ticket,Repeat Buyer,9,97.71,40.91,13.52,0.1666,0.4013,0.3634
1231,25-34,Corporate,15-30 miles,Group Sales,New Fan,4,75.65,15.48,60.49,0.2091,0.3926,0.3222
1232,25-34,Student,60+ miles,Family Pack,Repeat Buyer,15,80.2,18.06,38.3,0.4663,0.4414,0.3384
1233,18-24,Couple,<5 miles,Lower Bowl,Season Ticket Holder,41,130.46,35.31,22.09,0.5912,0.7558,0.5566
1234,25-34,Single,30-60 miles,Corporate Partner Allocation,Casual Fan,4,68.22,14.65,16.04,0.1082,0.5425,0.2503
1235,25-34,Empty Nester,5-15 miles,Premium Courtside,Season Ticket Holder,39,273.29,13.27,15.85,0.3236,0.4874,0.5593
1236,45-54,Corporate,15-30 miles,Club Level,Corporate Guest,11,266.99,16.99,47.16,0.189,0.7361,0.5205
1237,35-44,Family with Kids,5-15 miles,Family Pack,Repeat Buyer,8,81.22,25.11,15.73,0.4482,0.3927,0.2823
1238,25-34,Family with Kids,15-30 miles,Corporate Partner Allocation,Casual Fan,8,91.38,16.43,35.71,0.2442,0.2894,0.2986
1239,18-24,Single,5-15 miles,Premium Courtside,New Fan,3,43.55,27.05,47.83,0.2626,0.7229,0.3375
1240,25-34,Student,30-60 miles,Corporate Partner Allocation,Repeat Buyer,7,106.17,30.95,22.13,0.2368,0.2677,0.3263
1241,45-54,Empty Nester,<5 miles,Group Sales,Premium Member,32,250.83,36.44,29.07,0.1648,0.7606,0.645
1242,25-34,Empty Nester,15-30 miles,Group Sales,Repeat Buyer,11,158.01,42.66,23.65,0.1038,0.6127,0.4692
1243,25-34,Empty Nester,30-60 miles,Season Ticket,Casual Fan,4,77.02,26.18,67.19,0.428,0.5386,0.3751
1244,45-54,Empty Nester,15-30 miles,Premium Courtside,Season Ticket Holder,36,257.68,36.43,48.42,0.2636,0.8558,0.7106
1245,25-34,Corporate,30-60 miles,Group Sales,Repeat Buyer,9,164.15,44.26,32.81,0.4225,0.4187,0.4514
1246,25-34,Student,5-15 miles,Club Level,Casual Fan,6,97.48,25.19,11.84,0.4188,0.2261,0.2629
1247,25-34,Student,15-30 miles,Club Level,Corporate Guest,6,323.01,16.35,16.4,0.1008,0.6913,0.4798
1248,18-24,Family with Kids,60+ miles,Student Promo,Premium Member,36,285.55,20.82,68.0,0.3946,0.3402,0.6589
1249,25-34,Corporate,5-15 miles,Lower Bowl,Casual Fan,7,108.66,34.57,52.8,0.1137,0.359,0.4131
1250,35-44,Single,15-30 miles,Corporate Partner Allocation,Premium Member,24,298.08,27.62,54.85,0.4625,0.9097,0.6617
1251,55-64,Empty Nester,15-30 miles,Season Ticket,Casual Fan,5,88.78,17.72,52.84,0.3145,0.5281,0.3387
1252,65+,Family with Kids,15-30 miles,Premium Courtside,Repeat Buyer,5,110.49,31.94,22.55,0.3441,0.6861,0.3605
1253,35-44,Family with Kids,30-60 miles,Lower Bowl,Repeat Buyer,15,105.49,14.82,53.37,0.2687,0.408,0.3821
1254,25-34,Empty Nester,<5 miles,Club Level,Season Ticket Holder,38,143.87,35.23,47.57,0.2779,0.6227,0.6023
1255,45-54,Family with Kids,15-30 miles,Student Promo,Season Ticket Holder,40,214.07,31.15,67.76,0.2744,0.4744,0.6762
1256,18-24,Single,<5 miles,Group Sales,Repeat Buyer,5,125.11,19.99,54.74,0.2167,0.3795,0.3681
1257,55-64,Family with Kids,5-15 miles,Corporate Partner Allocation,Repeat Buyer,11,175.16,19.92,8.38,0.6526,0.622,0.3516
1258,25-34,Couple,<5 miles,Student Promo,Casual Fan,2,77.28,24.77,9.99,0.1244,0.3918,0.2541
1259,35-44,Family with Kids,<5 miles,Club Level,Repeat Buyer,13,172.85,31.81,23.39,0.3319,0.4473,0.4259
1260,35-44,Corporate,5-15 miles,Group Sales,Repeat Buyer,10,94.39,40.91,32.53,0.5894,0.6477,0.4049
1261,35-44,Single,5-15 miles,Lower Bowl,Casual Fan,6,81.67,29.07,11.01,0.2435,0.2937,0.2775
1262,25-34,Empty Nester,5-15 miles,Upper Bowl,Season Ticket Holder,40,228.37,21.88,26.99,0.4958,0.5652,0.578
1263,35-44,Empty Nester,<5 miles,Student Promo,Casual Fan,2,106.3,39.75,13.14,0.5656,0.2911,0.3004
1264,35-44,Couple,30-60 miles,Club Level,New Fan,2,55.09,10.15,35.67,0.628,0.2739,0.1993
1265,55-64,Empty Nester,5-15 miles,Upper Bowl,Casual Fan,8,98.03,33.46,79.97,0.1542,0.3445,0.4535
1266,45-54,Single,15-30 miles,Corporate Partner Allocation,New Fan,1,62.15,42.99,39.01,0.3541,0.4765,0.3496
1267,18-24,Corporate,15-30 miles,Corporate Partner Allocation,Casual Fan,8,96.53,44.27,50.7,0.4238,0.3094,0.4165
1268,35-44,Single,60+ miles,Season Ticket,Repeat Buyer,13,105.29,19.25,69.06,0.3111,0.1096,0.3844
1269,35-44,Empty Nester,<5 miles,Club Level,Repeat Buyer,14,167.61,37.32,54.72,0.5258,0.5106,0.5004
1270,18-24,Couple,5-15 miles,Upper Bowl,Casual Fan,5,57.36,10.04,52.64,0.0745,0.4408,0.2915
1271,45-54,Empty Nester,<5 miles,Corporate Partner Allocation,Casual Fan,8,107.51,31.66,29.63,0.3294,0.6161,0.3789
1272,45-54,Empty Nester,5-15 miles,Student Promo,Casual Fan,2,93.37,22.7,13.79,0.141,0.4483,0.2717
1273,45-54,Student,30-60 miles,Lower Bowl,Corporate Guest,10,286.54,13.96,57.51,0.2273,0.1462,0.4793
1274,55-64,Couple,<5 miles,Premium Courtside,Corporate Guest,8,193.88,19.13,35.24,0.5947,0.5395,0.3939
1275,18-24,Student,5-15 miles,Lower Bowl,Casual Fan,7,94.37,28.8,16.73,0.3386,0.5181,0.3198
1276,35-44,Student,5-15 miles,Season Ticket,Season Ticket Holder,38,222.57,14.53,44.52,0.5399,0.6167,0.5751
1277,25-34,Couple,15-30 miles,Season Ticket,Repeat Buyer,8,140.54,37.86,11.89,0.1536,0.7274,0.4119
1278,35-44,Single,5-15 miles,Student Promo,New Fan,2,87.67,19.21,51.67,0.4442,0.6259,0.3292
1279,35-44,Empty Nester,5-15 miles,Upper Bowl,Casual Fan,4,104.92,10.7,16.16,0.3372,0.7541,0.2756
1280,35-44,Empty Nester,<5 miles,Group Sales,Premium Member,23,429.27,42.8,17.1,0.3286,0.6701,0.7214
1281,45-54,Student,15-30 miles,Premium Courtside,New Fan,4,75.76,36.08,9.97,0.285,0.4909,0.3022
1282,35-44,Empty Nester,5-15 miles,Family Pack,Repeat Buyer,8,147.29,17.93,12.43,0.1509,0.5431,0.3334
1283,18-24,Single,15-30 miles,Season Ticket,Casual Fan,4,57.12,36.39,54.24,0.2577,0.2407,0.3481
1284,25-34,Student,15-30 miles,Corporate Partner Allocation,Casual Fan,3,73.68,22.89,56.91,0.172,0.4698,0.3433
1285,35-44,Empty Nester,5-15 miles,Premium Courtside,Repeat Buyer,10,126.66,43.98,22.33,0.3953,0.5282,0.4188
1286,45-54,Single,<5 miles,Season Ticket,Repeat Buyer,8,139.63,24.56,51.08,0.2877,0.4535,0.4062
1287,35-44,Corporate,<5 miles,Family Pack,Premium Member,27,389.64,36.19,40.73,0.3187,0.4427,0.7101
1288,35-44,Single,15-30 miles,Group Sales,Casual Fan,2,62.13,17.69,37.72,0.2437,0.5141,0.277
1289,35-44,Family with Kids,30-60 miles,Club Level,Corporate Guest,4,273.18,11.21,5.74,0.3075,0.643,0.379
1290,45-54,Corporate,<5 miles,Premium Courtside,Corporate Guest,5,274.9,32.68,30.2,0.5603,0.5785,0.4836
1291,35-44,Family with Kids,30-60 miles,Upper Bowl,Season Ticket Holder,36,255.87,29.99,53.32,0.1982,0.4981,0.6645
1292,55-64,Empty Nester,<5 miles,Lower Bowl,Season Ticket Holder,39,250.44,21.84,19.35,0.2705,0.3294,0.5635
1293,45-54,Empty Nester,30-60 miles,Group Sales,Repeat Buyer,11,138.96,32.54,6.61,0.2085,0.4899,0.3712
1294,18-24,Corporate,15-30 miles,Corporate Partner Allocation,Casual Fan,8,76.66,22.78,45.98,0.1705,0.5453,0.3568
1295,55-64,Single,15-30 miles,Corporate Partner Allocation,New Fan,2,72.83,37.57,28.36,0.3165,0.6314,0.3421
1296,18-24,Empty Nester,15-30 miles,Family Pack,Premium Member,35,354.57,11.07,24.7,0.3404,0.5184,0.6145
1297,45-54,Family with Kids,5-15 miles,Upper Bowl,Repeat Buyer,9,116.12,19.13,13.24,0.3066,0.6984,0.3273
1298,25-34,Family with Kids,15-30 miles,Club Level,Repeat Buyer,10,76.48,41.92,44.68,0.315,0.6954,0.4356
1299,55-64,Student,60+ miles,Corporate Partner Allocation,Corporate Guest,3,202.7,24.04,62.11,0.3022,0.185,0.4223
1300,18-24,Corporate,15-30 miles,Upper Bowl,Season Ticket Holder,38,183.11,21.15,76.62,0.5325,0.2606,0.5914
1301,55-64,Family with Kids,5-15 miles,Group Sales,Repeat Buyer,7,116.1,43.72,47.16,0.4571,0.6111,0.4469
1302,25-34,Corporate,5-15 miles,Upper Bowl,Casual Fan,7,64.5,14.55,20.3,0.1577,0.5056,0.2635
1303,18-24,Empty Nester,15-30 miles,Season Ticket,Repeat Buyer,8,148.0,43.73,61.6,0.3577,0.1678,0.4643
1304,55-64,Family with Kids,15-30 miles,Corporate Partner Allocation,Premium Member,28,282.55,17.76,23.96,0.2351,0.5301,0.5517
1305,55-64,Single,<5 miles,Premium Courtside,Repeat Buyer,6,146.09,13.45,78.25,0.1794,0.3963,0.4151
